balanced_acc,precision,recall,f1,roc_auc,pr_auc,model,split,slice_col,slice_val,n
0.8143258817531555,0.8576864535768646,0.8531415594246783,0.8554079696394687,0.894351381733617,0.9298031972028168,LR,train,overall,all,2154
1.0,1.0,1.0,1.0,,,LR,train,source_type,lab,217
0.7998927832002366,0.8295350957155879,0.8242753623188406,0.8268968650613356,0.8748738625885136,0.8946545435745297,LR,train,source_type,synthetic,1937
0.6905425492382014,0.7969543147208121,0.6709401709401709,0.7285382830626449,0.7402452619843924,0.8494243967624918,LR,train,train_horizon,8.0,372
0.785885839051778,0.8284518828451883,0.8646288209606987,0.8461538461538463,0.8657517155333749,0.9169779067976465,LR,train,train_horizon,10.0,369
0.8436265906099166,0.8666666666666667,0.9198113207547169,0.8924485125858124,0.933157817756326,0.9555919974327755,LR,train,train_horizon,12.0,341
0.8690348298088884,0.8906882591093117,0.9205020920502092,0.9053497942386831,0.9544837724754043,0.9697337540905125,LR,train,train_horizon,14.5,387
1.0,1.0,1.0,1.0,,,LR,train,train_horizon,14.75,34
0.8444850588531869,0.8675675675675676,0.8652291105121294,0.8663967611336033,0.9110609086854504,0.9196133675462945,LR,train,train_horizon,16.0,649
0.8482941144204925,0.8745874587458746,0.8576051779935275,0.866013071895425,0.9246750041138719,0.9338373348880322,LR,train,is_censored,0,545
0.801098708297747,0.8526211671612265,0.8517786561264822,0.852199703410776,0.8825501022901068,0.9286713962534556,LR,train,is_censored,1,1609
0.8143258817531555,0.8576864535768646,0.8531415594246783,0.8554079696394687,0.894351381733617,0.9298031972028168,LR,train,too_sparse,0,2154
0.8016103551954339,0.8306997742663657,0.8720379146919431,0.8508670520231213,0.8932799945642018,0.9215020059941831,LR,val,overall,all,701
1.0,1.0,1.0,1.0,,,LR,val,source_type,lab,41
0.7947252561171789,0.8134328358208955,0.8582677165354331,0.8352490421455939,0.8832444331555329,0.8996723173096044,LR,val,source_type,synthetic,660
0.5804166666666667,0.676056338028169,0.64,0.6575342465753424,0.6222222222222222,0.7576464360830203,LR,val,train_horizon,8.0,123
0.8275401069518716,0.8571428571428571,0.8823529411764706,0.8695652173913043,0.9067513368983957,0.9245893183018323,LR,val,train_horizon,10.0,112
0.8457086391869,0.8522727272727273,0.974025974025974,0.9090909090909091,0.9613212874082439,0.9768256312726646,LR,val,train_horizon,12.0,123
0.8689162881245944,0.8648648648648649,0.9552238805970149,0.9078014184397162,0.936404931862427,0.9399396739045949,LR,val,train_horizon,14.5,113
1.0,1.0,1.0,1.0,,,LR,val,train_horizon,14.75,8
0.8444444444444444,0.8549618320610687,0.8888888888888888,0.8715953307392995,0.9248120300751881,0.9333450248167361,LR,val,train_horizon,16.0,221
0.8555415880997277,0.8738738738738738,0.8738738738738738,0.8738738738738738,0.9362036455059711,0.9467248007722089,LR,val,is_censored,0,197
0.7776602302450727,0.8162650602409639,0.8713826366559485,0.8429237947122862,0.8735984539259951,0.9135211404733443,LR,val,is_censored,1,504
0.8016103551954339,0.8306997742663657,0.8720379146919431,0.8508670520231213,0.8932799945642018,0.9215020059941831,LR,val,too_sparse,0,701
