name,log.x,log.y,Samples,n.conc,EC50,meanEC50,sdEC50,yEC50,EC50.orig,yEC50.orig,EC50.low,EC50.high,EC50.orig.low,EC50.orig.high,fit.status,fail.reason,dr.method
lab_16h_0.25_Sparse,0,0,100,6,5.810305682460734,6.107697145259708,2.5767807749897553,0.019713750698711955,5.810305682460734,0.019713750698711955,1.754106512951412,10.251954437644125,1.754106512951412,10.251954437644125,ok,,mu-4pl_fallback
