name,meanEC50,sdEC50,EC50.low,EC50.high,EC50.orig.low,EC50.orig.high
lab_16h_0.25_Sparse,6.107697145259708,2.5767807749897553,1.754106512951412,10.251954437644125,1.754106512951412,10.251954437644125
