test.id,add.id,concentration,reliability,used.model,nboot.fit,n.obs,mu.model,lambda.model,A.para,Integral.model,mu.se,lambda.se,A.se,mu.spline,lambda.spline,A.nonpara,integral.spline,mu.low,mu.high,lambda.low,lambda.high,A.low,A.high,Integral.low,Integral.high,fit.status.spline,fit.status.model,fail.reason.spline,fail.reason.model
lab_16h_0.25_Sparse,lab_16h_0.25_Sparse_Test1,0.01,True,logistic,100,29,0.03603956320788601,6.071809667844204,0.21667691286919702,1.898264091213937,0.0028451961142251093,0.3196226235531729,0.00845699315955556,0.039795443214426476,6.4154476373708595,0.2170288316362108,1.8931246431225417,0.037733605629375916,0.04089505794266022,6.121770435742875,6.6095812618242,0.20846680009095667,0.22325816899313403,1.278738290285805,1.908250893319426,ok,ok,,
lab_16h_0.25_Sparse,lab_16h_0.25_Sparse_Test2,0.03,True,richards,100,53,0.038596916401517585,6.451316998040611,0.22810722080946216,1.6936628883752574,0.0010154755274927772,0.14121416516936441,0.001674794784634605,0.03521367391449891,6.386524447756751,0.21457161300337885,1.696869338482588,0.03331511058551197,0.03528050432652548,6.073366653152559,6.414851310042914,0.20995498423439501,0.2164144129115843,1.3837600732566233,1.7031726844062611,ok,ok,,
lab_16h_0.25_Sparse,lab_16h_0.25_Sparse_Test3,1.0,True,logistic,100,33,0.020490711373094776,4.544790373937135,0.33887132730382513,1.622252403694726,0.0003095892520161828,0.18630386165993526,0.03621988445737704,0.02818284092855438,6.287285004163094,0.21303641038088392,1.7221693254520274,0.019360081062709172,0.02627914864369385,5.065942127974831,6.115274273164554,0.20707820623484893,0.2155858659210092,1.4642960200893724,1.7016211733528686,ok,ok,,
lab_16h_0.25_Sparse,lab_16h_0.25_Sparse_Test4,3.0,True,,100,50,,,,,,,,0.02819077075481409,8.55755175373292,0.20518953823811026,1.3835601004538662,0.026666020541672678,0.02889624592220913,8.224519161447578,8.739378529060401,0.16522976576174445,0.20611005936094715,1.072190155494662,1.3876010002747272,ok,failed,,all_models_failed
lab_16h_0.25_Sparse,lab_16h_0.25_Sparse_Test5,30.0,True,,100,31,,,,,,,,0.005832300638200378,0.3045501275403768,0.04870847519039048,0.6943490205612989,0.005000958318532702,0.008104235335057549,0.0,1.8170432007878616,0.03269010214128914,0.049027642266261696,0.47229971348491734,0.6982977614709148,ok,failed,,all_models_failed
lab_16h_0.25_Sparse,lab_16h_0.25_Sparse_Test6,100.0,True,logistic,100,49,0.0066945984525777135,0.5752246520217208,0.022154976535997302,0.5422881799810464,0.0005722884518776528,0.3604646987670907,0.0015962751368449265,0.006184219180344718,0.5967635423443949,0.023646078938523284,0.54262081009084,0.008306359274906822,0.011654182800378873,0.25,2.0180694467819973,0.019126062162936483,0.025078117454521796,0.5156983608862207,0.5477926248320479,ok,ok,,
