name,log.x,log.y,Samples,n.conc,EC50,meanEC50,sdEC50,yEC50,EC50.orig,yEC50.orig,EC50.low,EC50.high,EC50.orig.low,EC50.orig.high,fit.status,fail.reason,dr.method
lab_16h_0.25,0,0,100,6,5.607054735223311,9.912352889450922,7.572780547579319,0.021563063847011905,5.607054735223311,0.021563063847011905,1.7182603052001049,24.14675054231421,1.7182603052001049,24.14675054231421,ok,,mu-4pl_fallback
