name,meanEC50,sdEC50,EC50.low,EC50.high,EC50.orig.low,EC50.orig.high
lab_16h_0.25,9.912352889450922,7.572780547579319,1.7182603052001049,24.14675054231421,1.7182603052001049,24.14675054231421
