name,aic.spline,aic.4pl,delta.aic.dr,dr.monotonic,ec50.status,x_transform_norm,pipeline_version,schema_version
lab_16h_0.25_Sparse,-63.28547773906523,-63.28547773906523,0.0,True,OK,none,1.1.0,1.1.0
