test.id,add.id,concentration,mu.bt,sd.mu.bt,ci90.mu.bt.lo,ci90.mu.bt.up,ci95.mu.bt.lo,ci95.mu.bt.up,lambda.bt,sd.lambda.bt,ci90.lambda.bt.lo,ci90.lambda.bt.up,ci95.lambda.bt.lo,ci95.lambda.bt.up,A.bt,sd.A.bt,ci90.A.bt.lo,ci90.A.bt.up,ci95.A.bt.lo,ci95.A.bt.up,integral.bt,sd.integral.bt,ci90.integral.bt.lo,ci90.integral.bt.up,ci95.integral.bt.lo,ci95.integral.bt.up
lab_31.5h_3.0,lab_31.5h_3.0_BY4741_A2,0.0,0.25140386415485627,0.022081911492903335,0.21059547829324707,0.2856646458360563,0.20804603684251574,0.2864766969107271,3.9021852200150104,1.858522118569114,1.202185274586503,6.258581960837015,0.0,6.34377011430431,3.9648547414921653,0.222474830039818,3.557799053432841,4.143414163771957,3.2509699606038045,4.170919345288419,91.92622563933674,9.271124090392691,74.29180250219477,101.37127063787747,69.80349400443795,102.82146289666095
